multi_modis_AOI-02_W2024_MAE,multi_aoi_ols,modis,AOI-02,2025,W2024,MAE,0.0491772304027757,0.049177,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=modis; window=W2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_modis_AOI-02_W2024_Bias,multi_aoi_ols,modis,AOI-02,2025,W2024,Bias,0.031245428378228,0.031245,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=modis; window=W2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_modis_AOI-02_W2024_R2,multi_aoi_ols,modis,AOI-02,2025,W2024,R2,0.6881462101983714,0.6881462101983714,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=modis; window=W2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_modis_AOI-02_W2024_Pearson_r,multi_aoi_ols,modis,AOI-02,2025,W2024,Pearson_r,0.8768581830923973,0.8768581830923973,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=modis; window=W2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_modis_AOI-02_W2022_2023_RMSE,multi_aoi_ols,modis,AOI-02,2025,W2022_2023,RMSE,0.0563666402504544,0.056367,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=modis; window=W2022_2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_modis_AOI-02_W2022_2023_MAE,multi_aoi_ols,modis,AOI-02,2025,W2022_2023,MAE,0.0427253206227319,0.042725,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=modis; window=W2022_2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_modis_AOI-02_W2022_2023_Bias,multi_aoi_ols,modis,AOI-02,2025,W2022_2023,Bias,0.00949228308474,0.009492,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=modis; window=W2022_2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_modis_AOI-02_W2022_2023_R2,multi_aoi_ols,modis,AOI-02,2025,W2022_2023,R2,0.7621158703397992,0.7621158703397992,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=modis; window=W2022_2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_modis_AOI-02_W2022_2023_Pearson_r,multi_aoi_ols,modis,AOI-02,2025,W2022_2023,Pearson_r,0.8768581830923973,0.8768581830923973,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=modis; window=W2022_2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_modis_AOI-02_W2023_2024_RMSE,multi_aoi_ols,modis,AOI-02,2025,W2023_2024,RMSE,0.0608018750003585,0.060802,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=modis; window=W2023_2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_modis_AOI-02_W2023_2024_MAE,multi_aoi_ols,modis,AOI-02,2025,W2023_2024,MAE,0.0457933684566834,0.045793,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=modis; window=W2023_2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_modis_AOI-02_W2023_2024_Bias,multi_aoi_ols,modis,AOI-02,2025,W2023_2024,Bias,0.0232255808831164,0.023226,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=modis; window=W2023_2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_modis_AOI-02_W2023_2024_R2,multi_aoi_ols,modis,AOI-02,2025,W2023_2024,R2,0.7232069922467852,0.7232069922467852,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=modis; window=W2023_2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_modis_AOI-02_W2023_2024_Pearson_r,multi_aoi_ols,modis,AOI-02,2025,W2023_2024,Pearson_r,0.8768581830923973,0.8768581830923973,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=modis; window=W2023_2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_modis_AOI-02_W2022_2024_RMSE,multi_aoi_ols,modis,AOI-02,2025,W2022_2024,RMSE,0.0594389686902229,0.059439,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=modis; window=W2022_2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_modis_AOI-02_W2022_2024_MAE,multi_aoi_ols,modis,AOI-02,2025,W2022_2024,MAE,0.0447826327526072,0.044783,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=modis; window=W2022_2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_modis_AOI-02_W2022_2024_Bias,multi_aoi_ols,modis,AOI-02,2025,W2022_2024,Bias,0.0203373600093379,0.020337,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=modis; window=W2022_2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_modis_AOI-02_W2022_2024_R2,multi_aoi_ols,modis,AOI-02,2025,W2022_2024,R2,0.7354768403889647,0.7354768403889647,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=modis; window=W2022_2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_modis_AOI-02_W2022_2024_Pearson_r,multi_aoi_ols,modis,AOI-02,2025,W2022_2024,Pearson_r,0.8768581830923973,0.8768581830923973,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=modis; window=W2022_2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-02_W2022_RMSE,multi_aoi_ols,sentinel2,AOI-02,2025,W2022,RMSE,0.0613619890964156,0.061362,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=sentinel2; window=W2022; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-02_W2022_MAE,multi_aoi_ols,sentinel2,AOI-02,2025,W2022,MAE,0.0471071563413775,0.047107,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=sentinel2; window=W2022; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-02_W2022_Bias,multi_aoi_ols,sentinel2,AOI-02,2025,W2022,Bias,-0.0144082256539491,-0.014408,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=sentinel2; window=W2022; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-02_W2022_R2,multi_aoi_ols,sentinel2,AOI-02,2025,W2022,R2,0.8681801126134924,0.8681801126134924,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=sentinel2; window=W2022; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-02_W2022_Pearson_r,multi_aoi_ols,sentinel2,AOI-02,2025,W2022,Pearson_r,0.9356596147899816,0.9356596147899816,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=sentinel2; window=W2022; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-02_W2023_RMSE,multi_aoi_ols,sentinel2,AOI-02,2025,W2023,RMSE,0.0608456171651324,0.060846,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=sentinel2; window=W2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-02_W2023_MAE,multi_aoi_ols,sentinel2,AOI-02,2025,W2023,MAE,0.0465503357464224,0.046550,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=sentinel2; window=W2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-02_W2023_Bias,multi_aoi_ols,sentinel2,AOI-02,2025,W2023,Bias,-0.0119974728539419,-0.011997,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=sentinel2; window=W2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-02_W2023_R2,multi_aoi_ols,sentinel2,AOI-02,2025,W2023,R2,0.8703893528403873,0.8703893528403873,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=sentinel2; window=W2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-02_W2023_Pearson_r,multi_aoi_ols,sentinel2,AOI-02,2025,W2023,Pearson_r,0.935659614789982,0.935659614789982,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=sentinel2; window=W2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-02_W2024_RMSE,multi_aoi_ols,sentinel2,AOI-02,2025,W2024,RMSE,0.0621643086972976,0.062164,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=sentinel2; window=W2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-02_W2024_MAE,multi_aoi_ols,sentinel2,AOI-02,2025,W2024,MAE,0.0481235771712585,0.048124,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=sentinel2; window=W2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-02_W2024_Bias,multi_aoi_ols,sentinel2,AOI-02,2025,W2024,Bias,0.0172218523825001,0.017222,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=sentinel2; window=W2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-02_W2024_R2,multi_aoi_ols,sentinel2,AOI-02,2025,W2024,R2,0.8647104367449556,0.8647104367449556,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=sentinel2; window=W2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-02_W2024_Pearson_r,multi_aoi_ols,sentinel2,AOI-02,2025,W2024,Pearson_r,0.935659614789983,0.935659614789983,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=sentinel2; window=W2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-02_W2022_2023_RMSE,multi_aoi_ols,sentinel2,AOI-02,2025,W2022_2023,RMSE,0.0612898797959522,0.061290,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=sentinel2; window=W2022_2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-02_W2022_2023_MAE,multi_aoi_ols,sentinel2,AOI-02,2025,W2022_2023,MAE,0.0470029043621969,0.047003,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=sentinel2; window=W2022_2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-02_W2022_2023_Bias,multi_aoi_ols,sentinel2,AOI-02,2025,W2022_2023,Bias,-0.014109088744176,-0.014109,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=sentinel2; window=W2022_2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-02_W2022_2023_R2,multi_aoi_ols,sentinel2,AOI-02,2025,W2022_2023,R2,0.8684897458201836,0.8684897458201836,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=sentinel2; window=W2022_2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-02_W2022_2023_Pearson_r,multi_aoi_ols,sentinel2,AOI-02,2025,W2022_2023,Pearson_r,0.935659614789982,0.935659614789982,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=sentinel2; window=W2022_2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-02_W2023_2024_RMSE,multi_aoi_ols,sentinel2,AOI-02,2025,W2023_2024,RMSE,0.0604646146401997,0.060465,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=sentinel2; window=W2023_2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-02_W2023_2024_MAE,multi_aoi_ols,sentinel2,AOI-02,2025,W2023_2024,MAE,0.0465565864480172,0.046557,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=sentinel2; window=W2023_2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-02_W2023_2024_Bias,multi_aoi_ols,sentinel2,AOI-02,2025,W2023_2024,Bias,0.0098124158794889,0.009812,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=sentinel2; window=W2023_2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-02_W2023_2024_R2,multi_aoi_ols,sentinel2,AOI-02,2025,W2023_2024,R2,0.8720074603161226,0.8720074603161226,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=sentinel2; window=W2023_2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-02_W2023_2024_Pearson_r,multi_aoi_ols,sentinel2,AOI-02,2025,W2023_2024,Pearson_r,0.9356596147899822,0.9356596147899822,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=sentinel2; window=W2023_2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-02_W2022_2024_RMSE,multi_aoi_ols,sentinel2,AOI-02,2025,W2022_2024,RMSE,0.0596448274340375,0.059645,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=sentinel2; window=W2022_2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-02_W2022_2024_MAE,multi_aoi_ols,sentinel2,AOI-02,2025,W2022_2024,MAE,0.0456849593104843,0.045685,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=sentinel2; window=W2022_2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-02_W2022_2024_Bias,multi_aoi_ols,sentinel2,AOI-02,2025,W2022_2024,Bias,-0.0001728020156,-0.000173,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=sentinel2; window=W2022_2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-02_W2022_2024_R2,multi_aoi_ols,sentinel2,AOI-02,2025,W2022_2024,R2,0.8754546117614118,0.8754546117614118,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=sentinel2; window=W2022_2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-02_W2022_2024_Pearson_r,multi_aoi_ols,sentinel2,AOI-02,2025,W2022_2024,Pearson_r,0.9356596147899816,0.9356596147899816,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-02; sensor=sentinel2; window=W2022_2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_landsat_AOI-03_W2022_RMSE,multi_aoi_ols,landsat,AOI-03,2025,W2022,RMSE,0.0367796409806039,0.036780,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-03; sensor=landsat; window=W2022; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_landsat_AOI-03_W2022_MAE,multi_aoi_ols,landsat,AOI-03,2025,W2022,MAE,0.0277418501410072,0.027742,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-03; sensor=landsat; window=W2022; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_landsat_AOI-03_W2022_Bias,multi_aoi_ols,landsat,AOI-03,2025,W2022,Bias,0.0074635677135337,0.007464,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-03; sensor=landsat; window=W2022; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_landsat_AOI-03_W2022_R2,multi_aoi_ols,landsat,AOI-03,2025,W2022,R2,0.861954340963434,0.861954340963434,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-03; sensor=landsat; window=W2022; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_landsat_AOI-03_W2022_Pearson_r,multi_aoi_ols,landsat,AOI-03,2025,W2022,Pearson_r,0.9317552096621348,0.9317552096621348,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-03; sensor=landsat; window=W2022; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_landsat_AOI-03_W2023_RMSE,multi_aoi_ols,landsat,AOI-03,2025,W2023,RMSE,0.0446983117999134,0.044698,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-03; sensor=landsat; window=W2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_landsat_AOI-03_W2023_MAE,multi_aoi_ols,landsat,AOI-03,2025,W2023,MAE,0.0362424439279888,0.036242,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-03; sensor=landsat; window=W2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_landsat_AOI-03_W2023_Bias,multi_aoi_ols,landsat,AOI-03,2025,W2023,Bias,0.0253838323646337,0.025384,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-03; sensor=landsat; window=W2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_landsat_AOI-03_W2023_R2,multi_aoi_ols,landsat,AOI-03,2025,W2023,R2,0.7961127704998615,0.7961127704998615,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-03; sensor=landsat; window=W2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_landsat_AOI-03_W2023_Pearson_r,multi_aoi_ols,landsat,AOI-03,2025,W2023,Pearson_r,0.9314587026513984,0.9314587026513984,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-03; sensor=landsat; window=W2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_landsat_AOI-03_W2024_RMSE,multi_aoi_ols,landsat,AOI-03,2025,W2024,RMSE,0.0378331345629376,0.037833,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-03; sensor=landsat; window=W2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_landsat_AOI-03_W2024_MAE,multi_aoi_ols,landsat,AOI-03,2025,W2024,MAE,0.0292759047753244,0.029276,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-03; sensor=landsat; window=W2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_landsat_AOI-03_W2024_Bias,multi_aoi_ols,landsat,AOI-03,2025,W2024,Bias,0.0116057585030791,0.011606,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-03; sensor=landsat; window=W2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_landsat_AOI-03_W2024_R2,multi_aoi_ols,landsat,AOI-03,2025,W2024,R2,0.8539328911020295,0.8539328911020295,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-03; sensor=landsat; window=W2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_landsat_AOI-03_W2024_Pearson_r,multi_aoi_ols,landsat,AOI-03,2025,W2024,Pearson_r,0.9315467673418728,0.9315467673418728,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-03; sensor=landsat; window=W2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_landsat_AOI-03_W2022_2023_RMSE,multi_aoi_ols,landsat,AOI-03,2025,W2022_2023,RMSE,0.039597871486759,0.039598,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-03; sensor=landsat; window=W2022_2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_landsat_AOI-03_W2022_2023_MAE,multi_aoi_ols,landsat,AOI-03,2025,W2022_2023,MAE,0.0310130484849012,0.031013,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-03; sensor=landsat; window=W2022_2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_landsat_AOI-03_W2022_2023_Bias,multi_aoi_ols,landsat,AOI-03,2025,W2022_2023,Bias,0.0158276274682825,0.015828,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-03; sensor=landsat; window=W2022_2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
